panel,x,y,kind
Input Space,-16.57084656,-10.11979485,matched_mcp
Input Space,-31.48364449,0.120902963,task
Input Space,-4.908588886,32.50872803,matched_mcp
Input Space,-31.48364449,0.120902963,task
Input Space,-5.831149578,38.97821045,matched_mcp
Input Space,-31.48364449,0.120902963,task
Input Space,34.11693573,1.118293285,matched_mcp
Input Space,-31.48364449,0.120902963,task
Input Space,40.82065201,15.78273582,matched_mcp
Input Space,-31.48364449,0.120902963,task
Input Space,-24.78083229,25.3890686,matched_mcp
Input Space,-31.48364449,0.120902963,task
Input Space,54.78467178,-22.454319,matched_mcp
Input Space,-31.48364449,0.120902963,task
Input Space,42.11048889,17.00466347,matched_mcp
Input Space,-31.48364449,0.120902963,task
Input Space,-12.7160759,20.96254539,matched_mcp
Input Space,-31.48364449,0.120902963,task
Input Space,-0.832501233,38.02134323,matched_mcp
Input Space,-31.48364449,0.120902963,task
Input Space,-9.729143143,25.74719429,matched_mcp
Input Space,-46.09933472,-23.00787544,task
Input Space,26.90628052,0.527538598,matched_mcp
Input Space,-46.09933472,-23.00787544,task
Input Space,20.88004875,39.45319748,matched_mcp
Input Space,-46.09933472,-23.00787544,task
Input Space,-20.93655205,40.56463623,matched_mcp
Input Space,-46.09933472,-23.00787544,task
Input Space,-7.322540283,-21.67637825,matched_mcp
Input Space,-46.09933472,-23.00787544,task
Input Space,-22.40550041,40.08499527,matched_mcp
Input Space,-46.09933472,-23.00787544,task
Input Space,20.80076599,-13.18337059,matched_mcp
Input Space,-46.09933472,-23.00787544,task
Input Space,2.950502872,19.37490845,matched_mcp
Input Space,-46.09933472,-23.00787544,task
Input Space,6.374601364,30.52606583,matched_mcp
Input Space,-46.09933472,-23.00787544,task
Input Space,24.21073341,51.73755264,matched_mcp
Input Space,-46.09933472,-23.00787544,task
Input Space,-14.51539516,47.86079788,matched_mcp
Input Space,-46.9278183,-19.50883102,task
Input Space,46.37897873,19.29069519,matched_mcp
Input Space,-46.9278183,-19.50883102,task
Input Space,38.55395126,-35.50618362,matched_mcp
Input Space,-46.9278183,-19.50883102,task
Input Space,43.73742294,-34.35828018,matched_mcp
Input Space,-46.9278183,-19.50883102,task
Input Space,3.211438894,-14.62746525,matched_mcp
Input Space,-46.9278183,-19.50883102,task
Input Space,43.59878922,-34.47419357,matched_mcp
Input Space,-46.9278183,-19.50883102,task
Input Space,39.40233612,-35.66942215,matched_mcp
Input Space,-46.9278183,-19.50883102,task
Input Space,52.10035706,-24.90215111,matched_mcp
Input Space,-46.9278183,-19.50883102,task
Input Space,8.760297775,-37.7010231,matched_mcp
Input Space,-46.9278183,-19.50883102,task
Input Space,36.64980316,-36.91881561,matched_mcp
Input Space,-46.9278183,-19.50883102,task
Input Space,36.4187851,-37.01969147,matched_mcp
Input Space,-33.95858002,-7.616775036,task
Input Space,20.46220016,-37.43320084,matched_mcp
Input Space,-33.95858002,-7.616775036,task
Input Space,-2.306507826,-21.77534485,matched_mcp
Input Space,-33.95858002,-7.616775036,task
Input Space,16.48455811,-19.10412025,matched_mcp
Input Space,-33.95858002,-7.616775036,task
Input Space,0.347336203,47.76010513,matched_mcp
Input Space,-33.95858002,-7.616775036,task
Input Space,-7.320641994,44.63095093,matched_mcp
Input Space,-33.95858002,-7.616775036,task
Input Space,-40.59763718,-1.977371454,matched_mcp
Input Space,-33.95858002,-7.616775036,task
Input Space,-20.98164749,-8.212368965,matched_mcp
Input Space,-33.95858002,-7.616775036,task
Input Space,-4.016278744,-6.408113956,matched_mcp
Input Space,-33.95858002,-7.616775036,task
Input Space,6.377820015,30.48211861,matched_mcp
Input Space,-33.95858002,-7.616775036,task
Input Space,-16.57084656,-10.11979485,matched_mcp
Input Space,-36.66002655,-3.579529047,task
Input Space,-1.901879549,30.69373703,matched_mcp
Input Space,-36.66002655,-3.579529047,task
Input Space,-1.627441645,19.68932533,matched_mcp
Input Space,-36.66002655,-3.579529047,task
Input Space,16.62253761,9.193964005,matched_mcp
Input Space,-36.66002655,-3.579529047,task
Input Space,0.762167513,-50.2934227,matched_mcp
Input Space,-36.66002655,-3.579529047,task
Input Space,19.32834435,-20.19782639,matched_mcp
Input Space,-36.66002655,-3.579529047,task
Input Space,9.951042175,28.95261955,matched_mcp
Input Space,-36.66002655,-3.579529047,task
Input Space,3.878562212,34.51451874,matched_mcp
Input Space,-36.66002655,-3.579529047,task
Input Space,3.062441826,-14.64455032,matched_mcp
Input Space,-36.66002655,-3.579529047,task
Input Space,36.71367264,1.765038967,matched_mcp
Input Space,-36.66002655,-3.579529047,task
Input Space,26.73121262,4.238949299,matched_mcp
Input Space,-46.89560318,-19.30884552,task
Input Space,-6.882038593,-18.23479652,matched_mcp
Input Space,-46.89560318,-19.30884552,task
Input Space,20.81588554,46.71868515,matched_mcp
Input Space,-46.89560318,-19.30884552,task
Input Space,-4.012444019,20.80837822,matched_mcp
Input Space,-46.89560318,-19.30884552,task
Input Space,15.17956638,-42.20748901,matched_mcp
Input Space,-46.89560318,-19.30884552,task
Input Space,50.90339279,-20.84772491,matched_mcp
Input Space,-46.89560318,-19.30884552,task
Input Space,15.54370499,-37.31853867,matched_mcp
Input Space,-46.89560318,-19.30884552,task
Input Space,44.36522293,-1.498208284,matched_mcp
Input Space,-46.89560318,-19.30884552,task
Input Space,6.201879978,-26.13607025,matched_mcp
Input Space,-46.89560318,-19.30884552,task
Input Space,-28.04047966,21.80213928,matched_mcp
Input Space,-46.89560318,-19.30884552,task
Input Space,15.25891685,-45.33266449,matched_mcp
Input Space,-33.93657684,-7.298945904,task
Input Space,15.31788731,47.76259613,matched_mcp
Input Space,-33.93657684,-7.298945904,task
Input Space,9.343032837,-13.33189678,matched_mcp
Input Space,-33.93657684,-7.298945904,task
Input Space,-17.6958065,64.68270111,matched_mcp
Input Space,-33.93657684,-7.298945904,task
Input Space,37.44645691,-22.13039207,matched_mcp
Input Space,-33.93657684,-7.298945904,task
Input Space,40.71349335,20.12428856,matched_mcp
Input Space,-33.93657684,-7.298945904,task
Input Space,-4.124911785,-55.70751953,matched_mcp
Input Space,-33.93657684,-7.298945904,task
Input Space,-7.767010212,-56.26535034,matched_mcp
Input Space,-33.93657684,-7.298945904,task
Input Space,26.44626999,7.644960403,matched_mcp
Input Space,-33.93657684,-7.298945904,task
Input Space,46.10557175,-5.972096443,matched_mcp
Input Space,-33.93657684,-7.298945904,task
Input Space,23.20033264,47.18296051,matched_mcp
Input Space,-33.14868927,-9.891263962,task
Input Space,43.59878922,-34.47419357,matched_mcp
Input Space,-33.14868927,-9.891263962,task
Input Space,39.40233612,-35.66942215,matched_mcp
Input Space,-33.14868927,-9.891263962,task
Input Space,52.10035706,-24.90215111,matched_mcp
Input Space,-33.14868927,-9.891263962,task
Input Space,8.760297775,-37.7010231,matched_mcp
Input Space,-33.14868927,-9.891263962,task
Input Space,36.64980316,-36.91881561,matched_mcp
Input Space,-33.14868927,-9.891263962,task
Input Space,36.4187851,-37.01969147,matched_mcp
Input Space,-33.14868927,-9.891263962,task
Input Space,40.31147385,-39.05302811,matched_mcp
Input Space,-33.14868927,-9.891263962,task
Input Space,-10.43648911,28.32165337,matched_mcp
Input Space,-33.14868927,-9.891263962,task
Input Space,41.12865448,-39.10010147,matched_mcp
Input Space,-33.14868927,-9.891263962,task
Input Space,38.19218445,-36.12398148,matched_mcp
Input Space,-36.5541954,-3.405843496,task
Input Space,-26.0025177,28.05197906,matched_mcp
Input Space,-36.5541954,-3.405843496,task
Input Space,-6.959022999,-3.428682089,matched_mcp
Input Space,-36.5541954,-3.405843496,task
Input Space,7.655813694,-32.57521057,matched_mcp
Input Space,-36.5541954,-3.405843496,task
Input Space,-11.59449673,41.48642731,matched_mcp
Input Space,-36.5541954,-3.405843496,task
Input Space,15.42683792,-38.29524231,matched_mcp
Input Space,-36.5541954,-3.405843496,task
Input Space,54.54297638,-19.13194084,matched_mcp
Input Space,-36.5541954,-3.405843496,task
Input Space,18.96451569,-37.49091339,matched_mcp
Input Space,-36.5541954,-3.405843496,task
Input Space,-29.514534,22.1143074,matched_mcp
Input Space,-36.5541954,-3.405843496,task
Input Space,16.53952599,39.15967178,matched_mcp
Input Space,-36.5541954,-3.405843496,task
Input Space,-5.6313591,35.33804703,matched_mcp
Input Space,-49.87374115,-0.984995186,task
Input Space,-1.767112136,30.56049156,matched_mcp
Input Space,-49.87374115,-0.984995186,task
Input Space,35.95023346,20.19064903,matched_mcp
Input Space,-49.87374115,-0.984995186,task
Input Space,-19.17342567,47.35027313,matched_mcp
Input Space,-49.87374115,-0.984995186,task
Input Space,-2.710091829,33.17168808,matched_mcp
Input Space,-49.87374115,-0.984995186,task
Input Space,25.72257423,41.83756256,matched_mcp
Input Space,-49.87374115,-0.984995186,task
Input Space,16.11252213,-3.09647274,matched_mcp
Input Space,-49.87374115,-0.984995186,task
Input Space,3.340548515,22.65965652,matched_mcp
Input Space,-49.87374115,-0.984995186,task
Input Space,17.05487251,49.260952,matched_mcp
Input Space,-49.87374115,-0.984995186,task
Input Space,6.752567768,55.13380432,matched_mcp
Input Space,-49.87374115,-0.984995186,task
Input Space,6.772929192,55.13664246,matched_mcp
Input Space,-34.62003326,-8.033924103,task
Input Space,38.8081398,-22.25258827,matched_mcp
Input Space,-34.62003326,-8.033924103,task
Input Space,31.23577309,-20.78780746,matched_mcp
Input Space,-34.62003326,-8.033924103,task
Input Space,50.23328018,-21.99560738,matched_mcp
Input Space,-34.62003326,-8.033924103,task
Input Space,18.45230293,-22.15846825,matched_mcp
Input Space,-34.62003326,-8.033924103,task
Input Space,-4.438107967,-54.55514145,matched_mcp
Input Space,-34.62003326,-8.033924103,task
Input Space,4.750036716,32.13296509,matched_mcp
Input Space,-34.62003326,-8.033924103,task
Input Space,36.51828384,-12.57629395,matched_mcp
Input Space,-34.62003326,-8.033924103,task
Input Space,27.92448616,-29.09877586,matched_mcp
Input Space,-34.62003326,-8.033924103,task
Input Space,42.85813522,-8.766244888,matched_mcp
Input Space,-34.62003326,-8.033924103,task
Input Space,3.76035738,37.01322556,matched_mcp
Input Space,-36.67507172,-3.593502522,task
Input Space,-22.6749649,24.80555344,matched_mcp
Input Space,-36.67507172,-3.593502522,task
Input Space,28.97289658,-22.20413208,matched_mcp
Input Space,-36.67507172,-3.593502522,task
Input Space,-5.030260086,-53.90322876,matched_mcp
Input Space,-36.67507172,-3.593502522,task
Input Space,-11.41700268,-4.936458588,matched_mcp
Input Space,-36.67507172,-3.593502522,task
Input Space,36.74658585,-36.83260727,matched_mcp
Input Space,-36.67507172,-3.593502522,task
Input Space,1.833056092,-7.688788891,matched_mcp
Input Space,-36.67507172,-3.593502522,task
Input Space,-11.20367336,4.661081791,matched_mcp
Input Space,-36.67507172,-3.593502522,task
Input Space,-18.82436562,-5.957042217,matched_mcp
Input Space,-36.67507172,-3.593502522,task
Input Space,40.22750473,-0.050180968,matched_mcp
Input Space,-36.67507172,-3.593502522,task
Input Space,11.80430412,19.05031395,matched_mcp
Input Space,-46.8850975,-19.38693047,task
Input Space,46.10557175,-5.972096443,matched_mcp
Input Space,-46.8850975,-19.38693047,task
Input Space,-1.65290904,-19.34387589,matched_mcp
Input Space,-46.8850975,-19.38693047,task
Input Space,-25.42212486,37.14849854,matched_mcp
Input Space,-46.8850975,-19.38693047,task
Input Space,4.273283958,31.86950684,matched_mcp
Input Space,-46.8850975,-19.38693047,task
Input Space,3.284751415,19.03663254,matched_mcp
Input Space,-46.8850975,-19.38693047,task
Input Space,-11.18390083,3.384765387,matched_mcp
Input Space,-46.8850975,-19.38693047,task
Input Space,2.850275517,6.676518917,matched_mcp
Input Space,-46.8850975,-19.38693047,task
Input Space,20.12486267,14.90525723,matched_mcp
Input Space,-46.8850975,-19.38693047,task
Input Space,-2.231284618,-55.63174438,matched_mcp
Input Space,-46.8850975,-19.38693047,task
Input Space,-8.997042656,37.21113205,matched_mcp
Input Space,-33.61513519,-8.301774025,task
Input Space,-1.65290904,-19.34387589,matched_mcp
Input Space,-33.61513519,-8.301774025,task
Input Space,-25.42212486,37.14849854,matched_mcp
Input Space,-33.61513519,-8.301774025,task
Input Space,4.273283958,31.86950684,matched_mcp
Input Space,-33.61513519,-8.301774025,task
Input Space,3.284751415,19.03663254,matched_mcp
Input Space,-33.61513519,-8.301774025,task
Input Space,-11.18390083,3.384765387,matched_mcp
Input Space,-33.61513519,-8.301774025,task
Input Space,2.850275517,6.676518917,matched_mcp
Input Space,-33.61513519,-8.301774025,task
Input Space,20.12486267,14.90525723,matched_mcp
Input Space,-33.61513519,-8.301774025,task
Input Space,-1.681576967,10.13718414,matched_mcp
Input Space,-33.61513519,-8.301774025,task
Input Space,-2.231284618,-55.63174438,matched_mcp
Input Space,-33.61513519,-8.301774025,task
Input Space,-8.997042656,37.21113205,matched_mcp
Input Space,-33.66764832,-7.14192915,task
Input Space,40.31147385,-39.05302811,matched_mcp
Input Space,-33.66764832,-7.14192915,task
Input Space,-10.43648911,28.32165337,matched_mcp
Input Space,-33.66764832,-7.14192915,task
Input Space,41.12865448,-39.10010147,matched_mcp
Input Space,-33.66764832,-7.14192915,task
Input Space,38.19218445,-36.12398148,matched_mcp
Input Space,-33.66764832,-7.14192915,task
Input Space,-0.463514239,-9.722026825,matched_mcp
Input Space,-33.66764832,-7.14192915,task
Input Space,41.94248581,-38.96363449,matched_mcp
Input Space,-33.66764832,-7.14192915,task
Input Space,41.54187775,-38.81657028,matched_mcp
Input Space,-33.66764832,-7.14192915,task
Input Space,15.7774353,47.85031128,matched_mcp
Input Space,-33.66764832,-7.14192915,task
Input Space,-11.58036709,16.0640049,matched_mcp
Input Space,-33.66764832,-7.14192915,task
Input Space,36.74658585,-36.83260727,matched_mcp
Input Space,-48.7021637,-34.46398926,task
Input Space,-16.11194611,20.82661057,matched_mcp
Input Space,-48.7021637,-34.46398926,task
Input Space,32.64178085,28.92559814,matched_mcp
Input Space,-48.7021637,-34.46398926,task
Input Space,-14.77089882,25.06046486,matched_mcp
Input Space,-48.7021637,-34.46398926,task
Input Space,-8.394766808,-35.84548187,matched_mcp
Input Space,-48.7021637,-34.46398926,task
Input Space,-16.41153908,-12.02437305,matched_mcp
Input Space,-48.7021637,-34.46398926,task
Input Space,-8.940434456,-6.382292747,matched_mcp
Input Space,-48.7021637,-34.46398926,task
Input Space,22.18316269,-1.04986763,matched_mcp
Input Space,-48.7021637,-34.46398926,task
Input Space,-15.80577374,15.78365135,matched_mcp
Input Space,-48.7021637,-34.46398926,task
Input Space,4.746018887,-29.17989922,matched_mcp
Input Space,-48.7021637,-34.46398926,task
Input Space,12.03644371,-9.52196312,matched_mcp
Input Space,-34.86073685,-22.96291542,task
Input Space,21.01948166,39.72893906,matched_mcp
Input Space,-34.86073685,-22.96291542,task
Input Space,41.10647202,23.20374107,matched_mcp
Input Space,-34.86073685,-22.96291542,task
Input Space,-2.68824029,-18.1278801,matched_mcp
Input Space,-34.86073685,-22.96291542,task
Input Space,-5.866466522,-51.09319305,matched_mcp
Input Space,-34.86073685,-22.96291542,task
Input Space,-16.47636032,33.16944885,matched_mcp
Input Space,-34.86073685,-22.96291542,task
Input Space,-13.48961067,23.45580673,matched_mcp
Input Space,-34.86073685,-22.96291542,task
Input Space,20.98319626,-32.14047623,matched_mcp
Input Space,-34.86073685,-22.96291542,task
Input Space,8.875387192,2.360119343,matched_mcp
Input Space,-34.86073685,-22.96291542,task
Input Space,-3.447381496,-0.412076563,matched_mcp
Input Space,-34.86073685,-22.96291542,task
Input Space,-12.2233839,1.529690862,matched_mcp
Input Space,-48.70782471,-34.46860123,task
Input Space,9.866274834,43.21975708,matched_mcp
Input Space,-48.70782471,-34.46860123,task
Input Space,26.89542389,49.21398544,matched_mcp
Input Space,-48.70782471,-34.46860123,task
Input Space,7.329001427,-1.419704437,matched_mcp
Input Space,-48.70782471,-34.46860123,task
Input Space,-4.473151207,24.62026787,matched_mcp
Input Space,-48.70782471,-34.46860123,task
Input Space,39.47780609,-22.07911873,matched_mcp
Input Space,-48.70782471,-34.46860123,task
Input Space,-17.61909866,43.09624481,matched_mcp
Input Space,-48.70782471,-34.46860123,task
Input Space,-13.48961067,23.45580673,matched_mcp
Input Space,-48.70782471,-34.46860123,task
Input Space,20.98319626,-32.14047623,matched_mcp
Input Space,-48.70782471,-34.46860123,task
Input Space,-3.341006279,-53.53488922,matched_mcp
Input Space,-48.70782471,-34.46860123,task
Input Space,23.36519814,18.80436325,matched_mcp
Input Space,-42.39097977,-24.203619,task
Input Space,0.06804774,27.41244698,matched_mcp
Input Space,-42.39097977,-24.203619,task
Input Space,-6.134715557,-52.045681,matched_mcp
Input Space,-42.39097977,-24.203619,task
Input Space,-8.837637901,24.09308243,matched_mcp
Input Space,-42.39097977,-24.203619,task
Input Space,14.59463215,-9.307001114,matched_mcp
Input Space,-42.39097977,-24.203619,task
Input Space,-3.837548494,18.22628593,matched_mcp
Input Space,-42.39097977,-24.203619,task
Input Space,19.57439423,10.74939537,matched_mcp
Input Space,-42.39097977,-24.203619,task
Input Space,16.48207283,-48.15619659,matched_mcp
Input Space,-42.39097977,-24.203619,task
Input Space,9.081916809,2.625156641,matched_mcp
Input Space,-42.39097977,-24.203619,task
Input Space,8.463131905,8.013703346,matched_mcp
Input Space,-42.39097977,-24.203619,task
Input Space,-4.70229435,25.64734077,matched_mcp
Input Space,-31.06964684,-24.77841568,task
Input Space,15.31788731,47.76259613,matched_mcp
Input Space,-31.06964684,-24.77841568,task
Input Space,17.15975761,-44.02741623,matched_mcp
Input Space,-31.06964684,-24.77841568,task
Input Space,-6.195290565,39.35890579,matched_mcp
Input Space,-31.06964684,-24.77841568,task
Input Space,43.4609642,-2.5688169,matched_mcp
Input Space,-31.06964684,-24.77841568,task
Input Space,10.79873085,-24.9360199,matched_mcp
Input Space,-31.06964684,-24.77841568,task
Input Space,0.206923798,43.30544281,matched_mcp
Input Space,-31.06964684,-24.77841568,task
Input Space,16.05595779,-4.666466713,matched_mcp
Input Space,-31.06964684,-24.77841568,task
Input Space,29.50398445,13.34297657,matched_mcp
Input Space,-31.06964684,-24.77841568,task
Input Space,15.6520834,-46.79384995,matched_mcp
Input Space,-31.06964684,-24.77841568,task
Input Space,28.45971107,12.97364426,matched_mcp
Input Space,-35.69972992,-25.30007744,task
Input Space,-8.363956451,-36.46821213,matched_mcp
Input Space,-35.69972992,-25.30007744,task
Input Space,1.483232379,-12.53487015,matched_mcp
Input Space,-35.69972992,-25.30007744,task
Input Space,-2.663013935,-20.76076698,matched_mcp
Input Space,-35.69972992,-25.30007744,task
Input Space,-19.06421661,31.78535271,matched_mcp
Input Space,-35.69972992,-25.30007744,task
Input Space,-35.03944778,45.78237915,matched_mcp
Input Space,-35.69972992,-25.30007744,task
Input Space,26.95355415,50.42558289,matched_mcp
Input Space,-35.69972992,-25.30007744,task
Input Space,-9.129846573,38.84327316,matched_mcp
Input Space,-35.69972992,-25.30007744,task
Input Space,2.667049885,23.2587204,matched_mcp
Input Space,-35.69972992,-25.30007744,task
Input Space,40.43960953,-16.87412453,matched_mcp
Input Space,-35.69972992,-25.30007744,task
Input Space,45.63763809,-8.592858315,matched_mcp
Input Space,-48.69024277,-34.46321487,task
Input Space,-6.947398663,31.95329857,matched_mcp
Input Space,-48.69024277,-34.46321487,task
Input Space,54.16373062,-24.72418022,matched_mcp
Input Space,-48.69024277,-34.46321487,task
Input Space,25.28977776,-7.557868481,matched_mcp
Input Space,-48.69024277,-34.46321487,task
Input Space,2.014082432,-7.349089146,matched_mcp
Input Space,-48.69024277,-34.46321487,task
Input Space,31.42769432,0.770668924,matched_mcp
Input Space,-48.69024277,-34.46321487,task
Input Space,-14.4299984,44.61281967,matched_mcp
Input Space,-48.69024277,-34.46321487,task
Input Space,28.50348473,-21.04227448,matched_mcp
Input Space,-48.69024277,-34.46321487,task
Input Space,19.26987076,23.47772408,matched_mcp
Input Space,-48.69024277,-34.46321487,task
Input Space,-8.895249367,28.09805298,matched_mcp
Input Space,-48.69024277,-34.46321487,task
Input Space,26.40229225,21.31970215,matched_mcp
Input Space,-33.20207977,-25.15822601,task
Input Space,-5.498095512,-52.61394119,matched_mcp
Input Space,-33.20207977,-25.15822601,task
Input Space,-9.81700325,22.27577782,matched_mcp
Input Space,-33.20207977,-25.15822601,task
Input Space,51.79857254,-20.7304306,matched_mcp
Input Space,-33.20207977,-25.15822601,task
Input Space,16.24138641,48.1890564,matched_mcp
Input Space,-33.20207977,-25.15822601,task
Input Space,14.26019287,-45.46559906,matched_mcp
Input Space,-33.20207977,-25.15822601,task
Input Space,7.957504272,-11.72432137,matched_mcp
Input Space,-33.20207977,-25.15822601,task
Input Space,15.1295042,-5.176532269,matched_mcp
Input Space,-33.20207977,-25.15822601,task
Input Space,-6.614860535,-19.22784996,matched_mcp
Input Space,-33.20207977,-25.15822601,task
Input Space,-7.025823593,-18.74334908,matched_mcp
Input Space,-33.20207977,-25.15822601,task
Input Space,-2.474786758,24.28665161,matched_mcp
Input Space,-42.54371643,-24.19939995,task
Input Space,0.06804774,27.41244698,matched_mcp
Input Space,-42.54371643,-24.19939995,task
Input Space,5.735369205,10.87456799,matched_mcp
Input Space,-42.54371643,-24.19939995,task
Input Space,-8.837637901,24.09308243,matched_mcp
Input Space,-42.54371643,-24.19939995,task
Input Space,14.59463215,-9.307001114,matched_mcp
Input Space,-42.54371643,-24.19939995,task
Input Space,-3.837548494,18.22628593,matched_mcp
Input Space,-42.54371643,-24.19939995,task
Input Space,19.57439423,10.74939537,matched_mcp
Input Space,-42.54371643,-24.19939995,task
Input Space,16.48207283,-48.15619659,matched_mcp
Input Space,-42.54371643,-24.19939995,task
Input Space,9.081916809,2.625156641,matched_mcp
Input Space,-42.54371643,-24.19939995,task
Input Space,8.463131905,8.013703346,matched_mcp
Input Space,-42.54371643,-24.19939995,task
Input Space,-4.70229435,25.64734077,matched_mcp
Input Space,-34.81875229,-22.95234108,task
Input Space,15.87209892,36.6172142,matched_mcp
Input Space,-34.81875229,-22.95234108,task
Input Space,5.410843372,1.424503922,matched_mcp
Input Space,-34.81875229,-22.95234108,task
Input Space,22.34743309,42.91298676,matched_mcp
Input Space,-34.81875229,-22.95234108,task
Input Space,27.10145378,-22.40287209,matched_mcp
Input Space,-34.81875229,-22.95234108,task
Input Space,9.726338387,-8.910811424,matched_mcp
Input Space,-34.81875229,-22.95234108,task
Input Space,46.45077515,-22.31860352,matched_mcp
Input Space,-34.81875229,-22.95234108,task
Input Space,23.33528709,0.338986099,matched_mcp
Input Space,-34.81875229,-22.95234108,task
Input Space,20.89895058,39.98733521,matched_mcp
Input Space,-34.81875229,-22.95234108,task
Input Space,50.79436874,-5.94132185,matched_mcp
Input Space,-34.81875229,-22.95234108,task
Input Space,-4.023118019,28.30972672,matched_mcp
Input Space,-33.81054306,-23.38185883,task
Input Space,22.26186371,43.02293015,matched_mcp
Input Space,-33.81054306,-23.38185883,task
Input Space,-15.5799799,-2.277644873,matched_mcp
Input Space,-33.81054306,-23.38185883,task
Input Space,31.16401482,-10.41794205,matched_mcp
Input Space,-33.81054306,-23.38185883,task
Input Space,21.48733139,-26.30956078,matched_mcp
Input Space,-33.81054306,-23.38185883,task
Input Space,14.3455286,-47.95779419,matched_mcp
Input Space,-33.81054306,-23.38185883,task
Input Space,51.75230789,-24.64487839,matched_mcp
Input Space,-33.81054306,-23.38185883,task
Input Space,-0.977445364,38.11132813,matched_mcp
Input Space,-33.81054306,-23.38185883,task
Input Space,3.7987535,31.68017197,matched_mcp
Input Space,-33.81054306,-23.38185883,task
Input Space,-10.0661335,43.34309387,matched_mcp
Input Space,-33.81054306,-23.38185883,task
Input Space,45.50349045,-5.750041962,matched_mcp
Input Space,-22.1385498,10.66909504,task
Input Space,-4.725009918,2.830316067,matched_mcp
Input Space,-22.1385498,10.66909504,task
Input Space,-7.718314171,-57.54969025,matched_mcp
Input Space,-22.1385498,10.66909504,task
Input Space,39.51745605,-36.75733185,matched_mcp
Input Space,-22.1385498,10.66909504,task
Input Space,-3.550995827,2.822260618,matched_mcp
Input Space,-22.1385498,10.66909504,task
Input Space,-17.14834023,16.35378265,matched_mcp
Input Space,-22.1385498,10.66909504,task
Input Space,13.53136539,-11.42736626,matched_mcp
Input Space,-22.1385498,10.66909504,task
Input Space,-19.89880562,12.83969021,matched_mcp
Input Space,-22.1385498,10.66909504,task
Input Space,-3.531918764,-0.497655898,matched_mcp
Input Space,-22.1385498,10.66909504,task
Input Space,-3.54506278,-0.503244936,matched_mcp
Input Space,-22.1385498,10.66909504,task
Input Space,10.67559338,-5.78276825,matched_mcp
Input Space,-35.70781326,-25.30251503,task
Input Space,-4.191216946,1.481593609,matched_mcp
Input Space,-35.70781326,-25.30251503,task
Input Space,17.73323822,-29.83031082,matched_mcp
Input Space,-35.70781326,-25.30251503,task
Input Space,-7.509162903,26.10738373,matched_mcp
Input Space,-35.70781326,-25.30251503,task
Input Space,-15.0130291,25.88459396,matched_mcp
Input Space,-35.70781326,-25.30251503,task
Input Space,27.96026993,40.73714066,matched_mcp
Input Space,-35.70781326,-25.30251503,task
Input Space,-15.59193707,22.86779594,matched_mcp
Input Space,-35.70781326,-25.30251503,task
Input Space,7.98507309,-13.42298508,matched_mcp
Input Space,-35.70781326,-25.30251503,task
Input Space,18.6390419,-28.95364761,matched_mcp
Input Space,-35.70781326,-25.30251503,task
Input Space,5.099634171,-13.14139462,matched_mcp
Input Space,-35.70781326,-25.30251503,task
Input Space,13.98798943,45.70849228,matched_mcp
Input Space,-30.94823647,-24.8014431,task
Input Space,-7.025823593,-18.74334908,matched_mcp
Input Space,-30.94823647,-24.8014431,task
Input Space,-2.474786758,24.28665161,matched_mcp
Input Space,-30.94823647,-24.8014431,task
Input Space,8.173992157,-28.76004601,matched_mcp
Input Space,-30.94823647,-24.8014431,task
Input Space,36.55813217,4.774371624,matched_mcp
Input Space,-30.94823647,-24.8014431,task
Input Space,18.03355408,-45.71014404,matched_mcp
Input Space,-30.94823647,-24.8014431,task
Input Space,5.777493954,45.46174622,matched_mcp
Input Space,-30.94823647,-24.8014431,task
Input Space,27.8810482,2.427144051,matched_mcp
Input Space,-30.94823647,-24.8014431,task
Input Space,-2.43998456,-2.058658123,matched_mcp
Input Space,-30.94823647,-24.8014431,task
Input Space,9.996614456,-12.69284153,matched_mcp
Input Space,-30.94823647,-24.8014431,task
Input Space,24.35642815,33.88541031,matched_mcp
Input Space,-32.85389328,-24.45734787,task
Input Space,15.31788731,47.76259613,matched_mcp
Input Space,-32.85389328,-24.45734787,task
Input Space,-6.195290565,39.35890579,matched_mcp
Input Space,-32.85389328,-24.45734787,task
Input Space,43.4609642,-2.5688169,matched_mcp
Input Space,-32.85389328,-24.45734787,task
Input Space,10.79873085,-24.9360199,matched_mcp
Input Space,-32.85389328,-24.45734787,task
Input Space,-12.59598446,29.4372921,matched_mcp
Input Space,-32.85389328,-24.45734787,task
Input Space,32.60415268,28.82204247,matched_mcp
Input Space,-32.85389328,-24.45734787,task
Input Space,36.85850525,3.651541471,matched_mcp
Input Space,-32.85389328,-24.45734787,task
Input Space,16.76137161,4.305943489,matched_mcp
Input Space,-32.85389328,-24.45734787,task
Input Space,-4.929896832,22.59955406,matched_mcp
Input Space,-32.85389328,-24.45734787,task
Input Space,12.03644371,-9.52196312,matched_mcp
Input Space,-34.76458359,-23.07479095,task
Input Space,1.083493829,32.56502151,matched_mcp
Input Space,-34.76458359,-23.07479095,task
Input Space,8.562335968,-11.38997841,matched_mcp
Input Space,-34.76458359,-23.07479095,task
Input Space,36.6657753,2.893206358,matched_mcp
Input Space,-34.76458359,-23.07479095,task
Input Space,-6.141171932,-3.158663273,matched_mcp
Input Space,-34.76458359,-23.07479095,task
Input Space,22.27651978,-15.97416687,matched_mcp
